Frame NO., Target Total, Target NO., X(m), Y(m), Z(m), Velocity(m/s), Intensity, Intensity(Log) 
15, 25, 19, 0.3438, 5.4863, 0, -0.8766, 20, 13, 
15, 25, 20, 0.3379, 5.3984, 0, -0.7513, 27, 14, 
15, 25, 21, 0.3418, 5.4434, 0, -0.7513, 35, 16, 
15, 25, 22, 0.3438, 5.4863, 0, -0.7513, 17, 13, 
15, 25, 23, 0.2949, 3.127, 0, -0.3757, 11, 11, 
15, 25, 24, 0.373, 0.4277, 0, 0.1252, 8, 10, 
15, 25, 25, 0.3438, 0.3945, 0, 0.2504, 11, 11, 
16, 22, 1, -0.4746, 0.2207, 0, 0, 6, 8, 
16, 22, 2, -0.5137, 0.2402, 0, 0, 13, 11, 
16, 22, 3, -0.5723, 0.2129, 0, 0, 11, 11, 
16, 22, 4, -0.4902, 0.1816, 0, 0.1252, 19, 13, 
16, 22, 5, -0.5312, 0.1973, 0, 0.1252, 47, 17, 
16, 22, 6, -0.5918, 0.1523, 0, 0.1252, 47, 17, 
16, 22, 7, -0.6543, 0, 0, 0.1252, 18, 13, 
16, 22, 8, -0.5078, 0.1289, 0, 0.2504, 27, 14, 
16, 22, 9, -0.5488, 0.1406, 0, 0.2504, 68, 18, 
16, 22, 10, -0.6113, 0, 0, 0.2504, 68, 18, 
16, 22, 11, -0.6543, 0, 0, 0.2504, 27, 14, 
16, 22, 12, -0.5234, 0, 0, 0.3757, 11, 11, 
16, 22, 13, -0.5664, 0, 0, 0.3757, 30, 15, 
16, 22, 14, -0.6113, 0, 0, 0.3757, 30, 15, 
16, 22, 15, 0.6348, 0.1621, 0, 0.3757, 12, 11, 
16, 22, 16, 0.377, 0.3633, 0, 0, 4, 7, 
16, 22, 17, 0.3906, 0.4121, 0, 0, 9, 10, 
16, 22, 18, 0.4004, 0.4609, 0, 0, 8, 10, 
16, 22, 19, 0.3809, 0.4766, 0, 0.1252, 34, 15, 
16, 22, 20, 0.4082, 0.5117, 0, 0.1252, 15, 12, 
16, 22, 21, 0.4082, 0.5117, 0, 0.2504, 21, 13, 
16, 22, 22, 0.3887, 0.5273, 0, 0.3757, 10, 10, 
17, 22, 1, -0.5664, 0, 0, 0, 8, 10, 
17, 22, 2, -0.6113, 0, 0, 0, 10, 10, 
17, 22, 3, 0.5391, 5.7344, 0, 0, 9, 10, 
17, 22, 4, -0.5137, 0.2402, 0, 0.1252, 7, 9, 
17, 22, 5, -0.5527, 0.2578, 0, 0.1252, 9, 10, 
17, 22, 6, 0.3574, 5.7051, 0, 0.1252, 15, 12, 
17, 22, 7, 0.3594, 5.748, 0, 0.1252, 17, 13, 
17, 22, 8, 0.8398, 0.8867, 0, -0.8766, 11, 11, 
17, 22, 9, 0.9414, 0.9102, 0, -0.8766, 16, 12, 
17, 22, 10, 0.9727, 0.9395, 0, -0.8766, 18, 13, 
17, 22, 11, 0.4434, 2.8008, 0, -0.8766, 16, 12, 
17, 22, 12, 0.3594, 2.8574, 0, -0.8766, 10, 10, 
17, 22, 13, 0.9824, 0.8652, 0, -0.7513, 11, 11, 
17, 22, 14, 1.0137, 0.8945, 0, -0.7513, 15, 12, 
17, 22, 15, 0.5313, 0.1973, 0, -0.1252, 11, 11, 
17, 22, 16, 0.5723, 0.2129, 0, -0.1252, 12, 11, 
17, 22, 17, 0.1797, 2.873, 0, -0.1252, 10, 10, 
17, 22, 18, 0.8047, 5.084, 0, -0.1252, 10, 10, 
